	PC 1	PC 2	PC 3
PIGA	0.01542	-0.00913	0.00452
PIGC	0.0083	0.00636	-0.01226
PIGF	0.00146	0.01317	0.00474
PIGG	0.008	0.00782	-0.00454
PIGH	0.00646	0.00058	-0.00297
PIGK	0.02359	0.02749	-0.00491
PIGM	-0.00261	-0.00218	-0.01231
PIGN	0.02303	0.01995	-0.00232
PIGO	0.01373	0.00215	-0.00646
PIGS	0.02279	0.02444	-0.00725
PIGT	0.01121	0.01615	-0.00368
PIGU	0.01145	0.01502	0.00774
PIGW	-0.01511	0.01411	-0.02076
PIH1D1	0.00456	-0.01715	0.00822
PIK3C2A	-0.0033	0.00138	-0.00768
PIK3C3	-0.0052	-0.00389	-0.00271
PIK3R1	-0.01069	-0.01405	0.00798
PIK3R3	0.00243	0.01164	0.02021
PIK3R4	0.01228	0.01327	-0.01046
PIKFYVE	-0.01724	-0.00724	0.00358
PIN4	-0.00746	-0.00589	0.00853
PIP4K2A	0.01247	-0.00916	-0.00793
PIP4K2B	0.00182	-0.0061	0.00191
PIP4K2C	0.0189	0.01015	-0.00072
PIP5K1A	0.00462	-0.01285	-0.01928
PIPOX	0.0018	0.02105	0.01732
PIRT	0.05532	-0.02748	0.02633
PISD	0.02088	0.0143	-0.00528
PITPNB	-0.00027	0.0049	-0.00202
PITRM1	0.01811	-0.00405	-0.00405
PJA1	0.01411	0.00884	0.02081
PJA2	-0.00118	0.0207	-0.01705
PKD1L2	-0.0114	-0.01948	-0.01413
PKD2	-0.01914	-0.00086	-0.01281
PKIG	0.00281	-0.009	0.00799
PKN2	-0.00911	-0.01025	-0.01491
PKNOX1	-0.01393	0.00593	0.00147
PLA2G4B	-0.00452	-0.00027	-0.00269
PLA2G4C	0.01243	-0.02921	-0.01337
PLA2G5	0.04234	0.01853	-0.01369
PLA2G15	0.02571	0.00599	0.00051
PLA2G16	0.01821	-0.00234	-0.01759
PLAT	0.00028	0.01133	0.01566
PLCE1	-0.00693	-0.02181	0.00804
PLCG1	-0.00952	-0.02436	0.00011
PLD2	0.01682	-0.00931	0.01201
PLD3	0.00798	-0.00316	0.00388
PLDN	-0.0157	0.01397	-0.01236
PLEKHA5	0.02065	-0.01834	-0.00284
PLEKHB1	0.02844	-0.00412	0.01057
PLEKHB2	0.0075	0.01427	0.00437
PLEKHG1	0.02853	-0.00888	0.00663
PLEKHH2	-0.03538	-0.02613	-0.01327
PLEKHJ1	-0.00412	0.01073	0.01488
PLEKHM3	-0.01415	-0.00709	-0.01642
PLIN3	0.00607	0.00761	0.00021
PLK1S1	-0.01263	-0.02083	0.00593
PLK2	0.00924	0.01574	0.01651
PLOD1	0.01327	0.00984	-0.01668
PLOD2	-0.00029	-0.01718	-0.01447
PLOD3	0.00582	-0.00403	-0.01171
PLP1	0.0021	-0.03562	0.0227
PLP2	0.03221	-0.01322	-0.01336
PLRG1	0.01367	0.01425	-0.00847
PLS3	0.00239	0.04717	-0.02926
PLSCR1	0.02156	-0.00118	0.01559
PLSCR4	0.03496	-0.01727	0.01901
PLTP	0.02455	-0.01844	0.02009
PLXNA4	0.0308	-0.0063	-0.02244
PMF1	-0.01246	0.00079	0.00377
PMM1	0.01889	-0.00141	-0.00269
PMP2	0.01913	-0.01794	0.03285
PMP22	0.01306	0.00757	0.00057
PMPCA	0.00013	0.00676	-0.00894
PMPCB	0.00226	-0.00078	0.00059
PMS1	-0.01887	-0.01063	0.00089
PMS2	-0.00014	0.00299	-0.00779
PMVK	0.01074	-0.00586	0.00046
PNISR	-0.00891	-0.00594	-0.00332
PNKD	-0.00399	0.00186	0.0049
PNMA2	-0.005	0.0136	-0.00523
PNMAL1	-0.01609	0.0001	0.00139
PNN	-0.01021	0.00606	0.00563
PNO1	-0.00673	0.00271	-0.00109
PNP	0.01643	-0.00092	0.00298
PNPO	0.01078	0.01407	-0.00469
PNRC2	0.01046	0.02577	-0.00229
POC1B-GALNT4	0.01518	-0.00009	-0.00626
PODXL	0.01268	0.0139	-0.0076
POFUT1	-0.00755	0.0121	-0.01842
POGK	-0.00059	0.00378	0.0051
POGLUT1	-0.00493	0.01428	-0.0044
POGZ	-0.01153	-0.00312	-0.00352
POLA1	-0.00437	0.02423	0.00591
POLDIP2	-0.00085	-0.00931	-0.03106
POLDIP3	0.00971	0.0242	0.00944
POLE3	0.00389	0.01147	-0.00101
POLH	-0.01263	-0.00704	-0.01807
POLI	-0.01259	0.0002	-0.01344
POLK	-0.00319	-0.00729	-0.01382
POLM	-0.00552	0.00304	0.00052
POLQ	-0.00981	0.01807	0.01385
POLR1B	0.00201	0.01416	-0.02181
POLR1C	0.00878	0.01101	-0.0195
POLR1D	-0.00369	0.01132	-0.00198
POLR1E	0.0104	0.00356	0.01678
POLR2A	-0.00841	0.00041	-0.00286
POLR2B	-0.00592	0.01262	-0.00629
POLR2C	0.00086	0.0235	-0.01843
POLR2D	-0.00149	0.0135	-0.00749
POLR2E	-0.00609	0.00033	0.00547
POLR2F	-0.00876	-0.00475	0.0113
POLR2G	-0.00322	0.00487	0.01363
POLR2H	0.00144	0.01949	-0.00446
POLR2I	-0.00267	-0.00372	0.00698
POLR2J	-0.00098	0.00139	0.00743
POLR2J2	-0.02769	0.00734	-0.00034
POLR2J3	-0.00833	0.01116	-0.00195
POLR2J4	-0.00857	-0.0097	-0.01653
POLR2K	-0.00948	-0.00844	0.00182
POLR2L	-0.00021	-0.00416	0.00779
POLR3A	0.00164	0.00633	-0.01252
POLR3B	0.00254	0.00565	-0.00418
POLR3C	-0.00539	0.01132	-0.014
POLR3F	0.01405	0.00164	0.0173
POLR3GL	-0.00159	0.00091	0.01046
POM121	-0.00713	-0.00408	-0.01844
POMGNT1	0.00103	0.00026	-0.00975
POMP	-0.00696	0.00263	0.00419
POMT1	0.00979	0.00552	-0.00269
PON2	0.00852	0.00938	0.01458
POP4	0.01395	0.01332	0.0103
POP5	0.00521	0.02147	0.0088
POP7	-0.0126	-0.00445	0.00576
POR	0.00557	-0.00449	-0.00483
POSTN	-0.04634	0.02801	0.0161
POT1	0.00305	-0.00734	-0.0063
POU2F1	-0.01729	-0.0089	0.0014
POU3F2	-0.02107	0.00668	-0.00121
PPA1	-0.00367	0.01555	0.0099
PPA2	-0.00304	0.00145	0.0148
PPAP2B	0.02332	-0.02077	0.01829
PPAPDC1B	-0.02751	0.0036	-0.00404
PPARGC1A	-0.0149	-0.01851	-0.00437
PPAT	-0.0015	0.00392	0.00712
PPCS	0.00175	-0.01128	0.00049
PPFIA1	0.00045	-0.02776	0.0092
PPFIA2	0.02907	-0.00825	-0.01814
PPFIBP1	0.00007	-0.00496	-0.00726
PPHLN1	-0.00606	-0.00428	-0.00025
PPIA	-0.00386	0.01529	0.01787
PPIB	-0.00958	0.01782	-0.00144
PPIC	0.03032	0.01418	0.00807
PPID	-0.00734	0.00793	-0.00812
PPIE	-0.00232	0.00873	-0.01275
PPIG	-0.00633	0.00075	0.00195
PPIH	-0.00037	0.01193	0.00544
PPIL1	0.01255	0.01607	0.00376
PPIL2	0.01534	0.00223	-0.00392
PPIL3	-0.00177	0.00868	-0.00209
PPIL4	-0.00207	-0.01102	0.01327
PPIP5K2	-0.01066	0.00602	0.00345
PPM1B	-0.01638	-0.0182	-0.01793
PPME1	-0.00288	0.00781	-0.00281
PPOX	0.01028	0.00201	-0.00859
PPP1CA	0.00344	0.02928	0.0135
PPP1CB	0.01246	0.00339	-0.00709
PPP1CC	-0.01021	-0.00975	0.00298
PPP1R2	-0.01068	-0.00279	-0.00682
PPP1R3B	-0.00643	-0.00506	-0.03068
PPP1R7	0.00765	0.00456	0.00898
PPP1R9A	-0.00655	0.00267	0.01384
PPP1R12A	0.00248	-0.00044	0.01178
PPP1R15A	0.02453	-0.02438	-0.01535
PPP1R15B	0.01753	-0.02245	-0.00629
PPP2CB	0.00103	-0.01363	0.00541
PPP2R1A	0.0002	0.00765	0.00927
PPP2R1B	0.01275	-0.00082	0.00245
PPP2R2A	-0.01542	-0.00657	-0.01036
PPP2R3C	-0.00611	-0.0026	0.00641
PPP2R5C	-0.00311	0.00161	-0.00535
PPP2R5E	-0.0118	0	0.00495
PPP3CA	0.00585	-0.01564	-0.00424
PPP6C	0.00781	0.00823	0.00296
PPP6R3	-0.00368	0.00967	-0.00179
PPT1	0.01004	0.01444	-0.00559
PQBP1	0.00781	-0.00158	0.01028
PRCP	0.01198	0.01402	0.01966
PRDM2	-0.00611	-0.01217	-0.01253
PRDX1	-0.00253	-0.00179	0.01749
PRDX3	0.00443	0.00972	0.00004
PRDX4	-0.00188	-0.00327	-0.00834
PRDX5	0.00297	-0.00091	-0.00002
PRDX6	0.02316	0.00514	0.00686
PREPL	0.00726	0.00279	-0.01947
PREX1	-0.00415	-0.00211	0.01897
PRICKLE1	0.00935	-0.00514	-0.02958
PRICKLE2	0.01053	0.00202	-0.01316
PRICKLE4	-0.00802	-0.00066	0.00172
PRKAA1	0.01178	-0.00418	-0.00343
PRKAA2	0.00018	-0.00708	-0.02009
PRKAB1	0.00828	0.01057	0.00649
PRKAB2	0.01407	-0.02215	-0.01534
PRKACB	0.00157	-0.0014	-0.01708
PRKAG1	0.01228	0.00175	0.00061
PRKAG2	0.01473	-0.02188	0.00904
PRKAR2A-AS1	-0.00819	-0.0231	-0.01362
PRKCA	-0.01583	-0.00982	0.00906
PRKD1	-0.01046	-0.00547	-0.00284
PRKD3	-0.0081	0.0056	-0.00879
PRKDC	-0.00708	0.01587	0.00624
PRKRA	-0.01182	0.00639	0.00746
PRKRIP1	-0.0044	-0.01478	0.00986
PRMT1	-0.00502	-0.0012	0.0078
PRMT2	0.00345	-0.00751	0.00437
PRMT3	0.00862	0.01276	0.0041
PRMT5	0.00334	0.02363	0.01037
PRMT7	0.00515	-0.00222	0.01475
PRNP	0.01268	-0.02767	-0.00183
PROM1	0.00144	-0.03097	0.00279
PROS1	0.01829	0.00975	-0.02462
PROSC	0.00234	0.01067	-0.01359
PRPF3	-0.0064	-0.00304	-0.01202
PRPF4	-0.00214	0.01777	-0.00493
PRPF4B	-0.0131	-0.00385	-0.00356
PRPF6	-0.01276	-0.00245	0.00789
PRPF8	-0.0052	0.00963	-0.01784
PRPF31	-0.00114	-0.01254	0.00722
PRPF38A	-0.00562	0.007	-0.0009
PRPF38B	-0.0184	-0.00484	-0.0127
PRPF39	-0.01528	-0.00786	-0.00452
PRPF40A	-0.00268	0.00409	-0.00234
PRPSAP2	-0.00061	0.00765	-0.00347
PRR11	-0.01368	-0.00403	-0.00547
PRR13	0.00056	-0.00769	0.00203
PRR14L	-0.00049	-0.00964	-0.01466
PRRC1	0.00631	0.01423	-0.0159
PRRC2B	-0.00864	-0.01527	0.00309
PRRC2C	-0.00248	-0.00222	-0.0035
PRTFDC1	-0.0011	0.01154	0.02658
PRUNE	0.00759	0.00449	0.00505
PRUNE2	0.02687	-0.01932	-0.02517
PSAP	0.01269	0.01182	-0.00265
PSAT1	-0.00154	-0.0166	0.06358
PSD3	0.00087	-0.00061	-0.00512
PSEN1	0.01161	0.00873	0.00713
PSEN2	0.01685	0.00481	0.00108
PSENEN	0.01251	-0.01601	0.0029
PSIP1	-0.02934	0.0021	-0.00022
PSMA1	-0.00071	0.00848	0.00142
PSMA2	0.00071	0.00763	0.01123
PSMA3	-0.00417	0.00456	0.00674
PSMA4	-0.01513	0.0102	0.00928
PSMA5	-0.00629	0.0092	-0.00394
PSMA6	0.00234	-0.00157	0.00747
PSMB1	-0.00235	0.00661	0.00824
PSMB2	0.00141	0.01203	0.00514
PSMB3	0.00084	0.00469	0.00954
PSMB4	0.00898	-0.00139	-0.00437
PSMB5	0.00469	0.01051	0.01194
PSMB10	0.00461	-0.00467	-0.00136
PSMC1	-0.00272	0.00927	0.00814
PSMC2	0.00686	0.00835	0.00228
PSMC3	-0.00308	0.01674	0.00271
PSMC5	0.00178	0.02039	0.00151
PSMC6	-0.00579	0.01129	0.0031
PSMD1	0.00868	0.01903	0.00463
PSMD2	-0.00138	0.01547	0.00927
PSMD4	0.00048	0.00687	0.00407
PSMD7	-0.00086	0.00314	0.00728
PSMD8	-0.00434	0.01062	0.00852
PSMD10	0.00689	-0.01202	0.00847
PSMD12	-0.00344	0.00102	-0.01461
PSMD13	-0.00095	0.00616	0.00325
PSME1	-0.00154	-0.00216	0.00486
PSME2	0.00821	0.0004	0.01763
PSME3	-0.00038	0.01473	0.00714
PSME4	-0.00433	0.0101	0.00114
PSMF1	-0.00161	-0.00355	0.01335
PSMG2	-0.00409	0.01078	-0.00101
PSMG3	-0.00595	-0.01353	0.00894
PSPH	0.00441	-0.01188	-0.00885
PSRC1	0.01289	-0.00894	-0.01763
PTAR1	-0.00484	0.00075	-0.00487
PTBP2	-0.00445	-0.017	-0.00465
PTBP3	0.01219	-0.00602	0.0027
PTCD1	0.00076	0.00296	0.01146
PTCD3	-0.0008	0.00651	0.00039
PTCHD4	-0.01584	-0.02027	-0.01596
PTDSS1	0.00606	0.0216	0.00683
PTEN	-0.00541	-0.00041	-0.01583
PTGES3	-0.00619	0.00582	0.00314
PTGFRN	0.02719	-0.01606	0.03365
PTGR1	-0.00556	0.00528	0.00467
PTGR2	0.0031	-0.00107	0.00436
PTK2	-0.00826	0.00509	-0.00444
PTK2B	0.02137	0.01364	-0.01434
PTN	-0.01117	0.03189	0.00847
PTP4A1	-0.00606	-0.02548	0.00919
PTP4A2	-0.00565	-0.01423	-0.00018
PTPLAD1	-0.00443	0.015	0.00945
PTPN2	0.00179	0.00383	-0.00694
PTPN9	-0.00057	0.00878	-0.00263
PTPN11	-0.00879	-0.00852	-0.00049
PTPN12	-0.01079	-0.00137	-0.02575
PTPN13	-0.00135	-0.02252	-0.0025
PTPN14	-0.00598	0.00155	-0.02469
PTPRA	0.00048	-0.01685	0.00571
PTPRD	-0.03891	-0.03127	0.01438
PTPRE	-0.0014	0.01069	-0.02557
PTPRF	-0.00015	-0.02031	-0.00362
PTPRG	-0.01241	0.00321	0.00189
PTPRK	0.004	-0.02073	-0.00995
PTPRN2	-0.02173	0.00479	0.00494
PTPRO	-0.02629	-0.00552	0.01943
PTPRS	-0.00021	-0.01336	0.00416
PTPRZ1	-0.00682	0.0337	0.01621
PTRH2	0.00264	0.00342	-0.00569
PTRHD1	0.0097	0.00616	0.01629
PTS	-0.0082	0.00542	0.00228
PTTG1	0.00266	0.01998	0.01316
PTTG1IP	0.00794	-0.01683	-0.00075
PUF60	-0.00344	0.00722	0.01669
PUM1	-0.00455	0.01006	0.00251
PUM2	-0.0126	0.01146	-0.01142
PURA	-0.00668	-0.011	0.00689
PURB	-0.00309	-0.01348	-0.01095
PUS3	0.0079	0.01361	-0.01097
PUS7	0.00501	0.00538	-0.01686
PWP1	0.00563	-0.0003	0.00348
PXMP4	0.00515	-0.00297	0.00106
PYCR1	-0.0065	0.00659	0.00692
PYGB	0.01444	-0.00683	-0.01491
PYGL	0.0014	-0.00647	-0.00949
QARS	0.00675	0.00802	0.02398
QDPR	0.00216	0.0086	-0.00717
QKI	0.00256	-0.02094	0.0128
QRICH1	-0.01559	0.00232	0.00674
QRSL1	-0.00089	-0.00231	-0.00057
QTRT1	0.00215	-0.00208	-0.00536
QTRTD1	-0.00044	0.00535	-0.00963
R3HCC1	-0.00233	0.00378	0.00414
R3HDM2	-0.00501	-0.00646	-0.01171
RAB1A	-0.00884	0.00331	0.00467
RAB2A	-0.00722	-0.0068	-0.00449
RAB2B	0.00503	-0.0032	-0.01713
RAB3D	-0.00007	0.00333	-0.00548
RAB3GAP1	-0.00537	-0.00516	-0.00278
RAB3GAP2	-0.00355	-0.00116	-0.0044
RAB3IP	-0.00784	0.01459	-0.01401
RAB4B	-0.00375	-0.00658	0.00088
RAB5A	0.00133	0.00948	0.00761
RAB5B	-0.0065	-0.01955	-0.00675
RAB6A	-0.00204	-0.0081	0.00346
RAB7A	0.00206	-0.00134	0.00766
RAB7L1	0.03199	-0.01375	0.0108
RAB8A	-0.00701	0.00536	0.00151
RAB8B	-0.00063	0.00897	-0.0027
RAB9A	0.01166	-0.01034	0.0094
RAB10	-0.00094	-0.00516	-0.0037
RAB11A	-0.00836	0.01111	-0.00273
RAB11FIP1	-0.01593	-0.01946	-0.00907
RAB14	-0.0045	-0.00819	-0.00666
RAB21	0.00392	-0.00559	-0.01147
RAB22A	-0.00286	-0.01228	0.00148
RAB28	0.00237	-0.01165	0.0035
RAB31	0.01399	-0.00123	0.01425
RAB33B	-0.00954	-0.01286	-0.02635
RAB34	-0.00622	0.04664	-0.0044
RAB36	0.00216	-0.01722	-0.01402
RABAC1	-0.00338	-0.01238	0.00487
RABEP1	-0.00202	-0.00175	-0.00754
RABEPK	-0.00036	0.00695	0.00231
RABGAP1	-0.00932	-0.00356	0.00229
RABGAP1L	-0.00625	-0.01393	-0.00601
RABGEF1	0.00382	0.00228	-0.00078
RABIF	0.00558	0.00496	0.00524
RABL3	0.01983	0.03381	-0.00368
RABL5	0.01204	0.00683	0.00588
RAC1	-0.00312	0.00032	0.00525
RACGAP1	-0.00184	0.03132	0.00379
RAD1	-0.0175	0.01504	-0.00761
RAD17	-0.00235	0.00143	-0.00724
RAD18	-0.00452	0.02175	0.02532
RAD50	-0.01194	-0.00895	-0.00266
RAD51C	-0.00614	0.00378	0.00707
RAD51D	-0.00229	0.01059	-0.02463
RAD52	-0.00515	-0.01321	-0.01409
RAE1	0.00342	0.00303	0.02913
RAF1	-0.01307	0.00379	-0.00284
RALA	-0.00329	-0.00443	-0.00056
RALB	0.01936	-0.01395	0.01174
RALGAPA1	-0.02002	-0.0223	-0.001
RALGAPA2	-0.01055	-0.01616	-0.01195
RALGAPB	-0.01173	-0.01279	-0.01045
RAMP1	-0.00978	0.00977	0.0224
RAN	-0.00347	0.01469	0.01254
RANBP2	-0.01011	-0.00716	-0.00897
RANBP6	0.01046	0.00425	0.02104
RANBP9	-0.00573	-0.01767	-0.00951
RANGAP1	0.00083	-0.00557	-0.00432
RANGRF	0.01048	0.02007	0.02197
RAP1B	0.00054	0.01227	0.00032
RAP1GDS1	0.00305	-0.007	0.00821
RAP2B	-0.00135	-0.01644	0.00099
RAPGEF2	-0.00527	-0.01768	0.00422
RAPGEF4	-0.01462	-0.00869	0.01567
RAPGEF6	-0.00895	-0.01547	-0.00762
RARRES3	0.03834	-0.01848	-0.00139
RARS	-0.00284	-0.0007	0.00029
RARS2	0.00324	-0.00158	-0.00815
RASA1	-0.02061	-0.0026	0.0045
RASEF	-0.01154	-0.02315	-0.01678
RASGRP3	-0.00821	-0.0242	-0.00739
RASSF1	-0.00053	0.00219	-0.00478
RASSF2	-0.012	0.00288	0.04217
RASSF4	0.02458	-0.01226	0.00749
RASSF8	-0.00452	-0.00762	-0.04373
RB1CC1	-0.01306	-0.02042	-0.00312
RBAK	-0.00435	-0.00901	0.00954
RBBP4	-0.00076	0.00904	-0.00248
RBBP5	-0.00122	0.00142	-0.0187
RBBP6	-0.00984	-0.01898	-0.00701
RBBP7	0.00837	0.00963	0.01392
RBBP9	0.0043	0.0031	0.00551
RBFOX2	-0.00993	0.01835	-0.01231
RBL2	-0.0077	-0.00284	-0.01102
RBM3	-0.00658	0.01024	0.00556
RBM4B	-0.00885	-0.00228	-0.00248
RBM5	-0.00068	0.00506	-0.00651
RBM6	0.00024	-0.0076	0.00313
RBM7	0.00494	0.00325	-0.01701
RBM8A	0.00174	0.01558	0.00113
RBM12	0.0048	-0.00308	0.00444
RBM14-RBM4	-0.00425	0.00685	-0.00232
RBM17	-0.00893	0.0047	-0.00257
RBM18	0.00722	0.02061	0.00467
RBM19	0.00003	-0.00632	-0.00338
RBM22	-0.008	-0.00488	0.00411
RBM23	0.0014	0.02282	-0.00621
RBM25	-0.00077	0.00393	0.00138
RBM26	-0.02811	-0.0101	-0.00459
RBM27	-0.01352	-0.00578	0.00553
RBM28	-0.00101	-0.00476	0.00197
RBM34	-0.0052	-0.00231	0.00486
RBM39	-0.00409	-0.00778	-0.00889
RBM41	-0.00832	-0.00503	-0.00464
RBM48	-0.0046	-0.0047	-0.00641
RBMS2	-0.01057	-0.01906	-0.00685
RBMX	-0.00335	0.01648	0.00256
RBMX2	-0.01468	0.00649	0.00131
RBMXL1	-0.0081	-0.00516	-0.00889
RBP1	-0.01081	0.021	-0.01587
RBPJ	-0.00741	-0.01026	-0.00048
RBX1	-0.00496	-0.00104	0.00515
RC3H1	-0.0077	-0.00117	-0.01919
RCAN1	0.03749	0.0253	0.0028
RCBTB1	-0.01365	0.01509	0.01448
RCBTB2	0.00745	0.02419	0.02325
RCHY1	0.01522	0.01724	-0.00744
RCOR3	-0.01428	-0.00187	-0.00183
RDH10	0.00887	-0.00049	-0.02697
RDH11	0.01195	0.01412	0.01383
RDX	0.01928	0.00093	0.01431
RECQL	0.00377	0.02646	-0.00484
REEP3	-0.00347	-0.0005	-0.00313
REEP5	-0.00099	0.00596	-0.00477
RELL1	0.00891	-0.00253	0.00045
REST	-0.00702	-0.00593	-0.00312
RETSAT	0.02802	0.00615	-0.00066
REV1	-0.01325	-0.00996	0.00038
REV3L	-0.01679	-0.00653	0.00131
REXO1L1	-0.01919	-0.03152	-0.01255
REXO2	0.01603	-0.00589	-0.00321
RFC1	-0.00991	-0.0026	0.00261
RFC2	-0.00858	0.01852	0.01385
RFC3	-0.01356	0.02528	0.01779
RFC4	-0.00284	0.01435	0.01094
RFC5	0.00421	0.01915	0.00473
RFT1	0.01136	0.02286	-0.01333
RFTN2	-0.00236	-0.00521	0.00828
RFWD3	-0.01047	0.01588	0.0026
RFX2	-0.01014	-0.00755	-0.01646
RFX4	0.0376	-0.01807	0.03166
RFX5	0.01299	0.02291	0.01481
RFXANK	0.00009	0.0048	0.01437
RGL1	0.00541	-0.00254	0.00224
RGPD6	-0.00988	-0.01343	-0.00749
RGPD8	-0.01504	-0.00721	-0.01014
RGS2	0.03661	-0.02694	-0.00703
RGS16	0.02358	0.00181	0.0054
RHBDD1	0.01057	0.00079	-0.01601
RHBDD2	-0.00149	0.01199	-0.00272
RHD	-0.01079	-0.01673	-0.00666
RHEB	-0.00804	0.00095	0.00135
RHOA	0.00324	0.00648	0.00636
RHOBTB3	-0.00621	0.00996	-0.00723
RHOC	0.01867	0.00162	0.00886
RHOJ	-0.0079	0.01396	-0.00824
RHOQ	0.00046	-0.01816	-0.00565
RHOT1	-0.0045	0.008	-0.01083
RHOT1P3	-0.02146	-0.02739	-0.01582
RHOU	-0.00037	0.00387	0.02025
RHPN2	0.00542	0.00299	-0.00132
RIC3	-0.02029	-0.00475	-0.0011
RIC8A	0.01648	0.03227	0.00111
RIC8B	-0.01124	-0.00979	-0.00976
RICTOR	-0.01174	-0.01802	-0.01756
RIF1	-0.01113	0.002	-0.01165
RIMKLB	-0.00516	-0.00439	-0.00313
RIN2	0.02375	-0.03123	-0.0049
RINT1	0.00611	-0.00502	-0.01329
RIOK1	-0.00184	0.00747	0.00095
RIOK2	0.0056	0.0115	-0.00511
RIOK3	0.00007	-0.01693	-0.00407
RLF	-0.00874	-0.02797	-0.00671
RLIM	-0.00683	-0.00265	-0.00658
RMND5A	-0.01816	0.00147	-0.01017
RMND5B	0.00637	0.0077	0.00172
RN7SL1	0.00935	-0.0266	0.00604
RNASE4	0.03416	-0.01987	0.00063
RNASEH1	0.00024	0.00271	-0.00105
RNASEH2A	-0.00247	0.03731	0.02746
RNASEH2C	0.00154	0.01124	0.00877
RNASEL	0.00259	-0.01087	-0.00977
RND2	-0.00151	-0.00248	0.00817
RND3	0.0335	0.00231	-0.03956
RNF2	-0.02226	-0.00461	-0.00741
RNF4	-0.00028	0.01835	0.00639
RNF6	-0.00237	0.01369	-0.01077
RNF7	0.00232	0.00755	-0.00401
RNF10	-0.01213	-0.01589	-0.02616
RNF11	-0.00228	-0.01819	0.00664
RNF13	0.00506	-0.01025	-0.0027
RNF14	0.00863	0.00907	-0.00922
RNF19A	0.02971	-0.04172	0.00996
RNF20	0.00503	0.0082	-0.0003
RNF25	0.00977	0.00303	-0.00269
RNF26	0.01575	0.01593	0.00301
RNF38	0.01092	-0.00389	0.02264
RNF40	0.00192	0.00655	0.00669
RNF41	0.00187	0.00422	0.00348
RNF103	0.00103	0.00105	-0.00167
RNF113A	0.00141	-0.00303	-0.00757
RNF114	-0.00039	-0.00589	0.00367
RNF138	0.00521	0.0182	0.00687
RNF139	0.00832	0.00849	0.00122
RNF141	0.00809	0.00793	-0.00573
RNF146	0.01019	-0.01357	-0.00984
RNF157	-0.02188	0.01969	0.00333
RNF167	-0.00282	-0.00566	-0.00034
RNF168	0.00011	-0.00845	-0.05076
RNF180	-0.01317	0.02169	0.00464
RNF181	-0.00443	-0.00422	0.00262
RNF185	0.02151	0.00603	-0.00064
RNF213	-0.00478	-0.00525	-0.00535
RNF216	-0.00166	-0.0036	0.0035
RNF219	-0.01065	-0.00316	0.00749
RNFT1	-0.0028	0.00037	0.00034
RNGTT	0.00593	0.00971	-0.00428
RNH1	0.01079	-0.01095	-0.01565
RNMT	-0.01971	-0.01167	-0.0046
RNMTL1	0.00483	0.00905	0.01583
RNPC3	-0.01393	-0.0125	-0.00721
RNPS1	-0.01571	0.00481	0.00615
ROBO1	-0.01825	0.00348	-0.00867
ROBO2	0.00427	0.00204	0.01381
ROCK1	-0.00907	-0.009	0.00243
ROCK2	-0.00304	-0.01736	0.00027
ROMO1	0.00008	-0.01022	0.01752
ROS1	-0.01811	-0.00723	-0.01146
RP2	0.00017	0.00542	-0.01018
RP9P	-0.02028	-0.01338	-0.0219
RPA1	0.01094	0.02272	0.00242
RPA2	0.01855	0.01109	-0.01424
RPAIN	-0.00893	0.00252	0.00838
RPAP1	-0.00004	-0.00037	-0.00989
RPAP2	-0.01317	-0.01164	-0.00449
RPAP3	-0.00485	-0.0065	-0.00319
RPF1	-0.01703	0.00025	0.0002
RPF2	0.0002	0.00375	-0.01378
RPGR	0.01437	0.01008	-0.02776
RPH3A	-0.02558	0.01176	0.03173
RPL3	-0.00776	0.00377	0.0015
RPL4	-0.01716	0.01662	-0.00152
RPL6	-0.00339	0.00876	0.00873
RPL7	-0.00593	0.00409	0.00516
RPL7A	-0.0067	0.00555	0.00611
RPL7L1	0.0066	-0.00406	-0.00762
RPL8	-0.00381	0.00438	0.00711
RPL9	-0.01446	0.01562	-0.01188
RPL9P9	-0.01437	-0.00802	0.00517
RPL10	-0.00977	0.00294	0.00551
RPL10A	-0.00967	0.00351	0.01202
RPL11	-0.00831	-0.0029	-0.00068
RPL12	-0.0138	-0.00195	0.007
RPL13	-0.00641	0.00568	-0.02253
RPL15	-0.00765	0.00292	0.00777
RPL17	-0.00819	-0.0003	0.0027
RPL19	-0.00576	0.0039	0.00579
RPL21	-0.02005	0.00784	0.00396
RPL22	-0.01673	0.0014	0.00344
RPL23	-0.00872	-0.00275	0.00287
RPL23A	-0.00892	0.01019	0.00972
RPL23AP79	0.00463	-0.00647	0.00442
RPL24	-0.01136	-0.00443	0.00422
RPL26	-0.01326	-0.00062	0.00786
RPL26L1	-0.01451	0.00233	-0.00189
RPL27	-0.00857	-0.00043	0.00886
RPL27A	-0.00845	0.00381	0.00629
RPL28	-0.00737	-0.01176	0.00834
RPL29	-0.00432	0.00398	0.00349
RPL30	-0.0079	-0.00139	0.00108
RPL31	-0.01054	-0.00298	0.00688
RPL32	-0.01159	0.00041	0.00733
RPL34	-0.01107	-0.00788	0.00232
RPL35	-0.0057	0.00325	0.01473
RPL35A	-0.00785	-0.00038	0.00903
RPL36	-0.00676	0.00174	0.00965
RPL37	-0.01217	-0.0039	0.00929
RPL37A	-0.00888	-0.00417	0.00861
RPL38	-0.00532	-0.00389	0.01321
RPL41	-0.00375	0.00031	0.00728
RPLP0	-0.00456	0.00663	0.00369
RPLP1	-0.01273	0.00409	0.00268
